,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
2083,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.75,19.75,0,0,1,1,0,0,0,0,0,1
2084,1,0,0,0,71,1,1,1,1,1,1,1,1,0,111.3,7985.9,0,1,0,0,0,1,0,0,0,1
2085,0,0,0,0,4,1,0,0,0,1,0,0,0,1,73.9,280.85,0,1,0,1,0,0,0,0,1,0
2086,0,0,1,1,2,1,1,1,0,0,0,0,0,0,56.7,113.55,1,0,0,1,0,0,0,0,0,1
2087,0,0,1,0,4,1,0,0,0,0,0,1,0,1,80.35,307.4,0,1,0,1,0,0,0,0,1,0
2088,0,0,1,0,63,1,0,1,1,0,1,1,0,0,70.8,4448.8,1,0,0,0,1,0,0,1,0,0
2089,0,0,0,0,29,0,0,0,0,0,0,0,0,1,24.85,788.05,1,0,0,0,1,0,0,0,0,1
2090,1,0,1,1,69,1,1,0,1,0,1,0,1,1,93.3,6398.05,0,1,0,0,0,1,1,0,0,0
2091,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.4,20.4,0,0,1,1,0,0,0,0,0,1
2092,1,0,0,0,40,1,0,0,1,0,0,0,0,0,74.8,2971.7,0,1,0,1,0,0,0,1,0,0
2093,0,0,1,0,67,1,1,0,0,0,0,0,0,0,24.85,1583.5,0,0,1,0,0,1,0,1,0,0
2094,1,0,0,0,47,1,0,0,0,0,0,0,0,0,20.25,1029.8,0,0,1,0,0,1,0,1,0,0
2095,0,0,0,1,39,1,1,0,0,0,1,1,1,0,100.55,3895.35,0,1,0,0,0,1,0,0,0,1
2096,1,0,0,0,63,1,1,0,0,0,0,0,0,0,24.2,1618.2,0,0,1,0,0,1,0,0,0,1
2097,0,1,0,0,14,1,1,0,0,0,0,0,0,1,74.95,1036.75,0,1,0,1,0,0,0,0,1,0
2098,0,0,0,1,1,1,0,0,0,0,0,0,0,0,44.0,44.0,1,0,0,1,0,0,0,0,1,0
2099,0,0,0,1,15,1,1,0,0,0,0,0,0,1,24.8,324.15,0,0,1,1,0,0,0,0,1,0
2100,1,0,1,0,63,1,0,0,1,0,0,1,1,1,96.0,6109.75,0,1,0,0,1,0,0,0,1,0
2101,0,1,0,0,16,0,0,0,1,0,0,1,0,1,39.0,679.85,1,0,0,1,0,0,0,0,0,1
2102,1,0,1,1,72,1,0,0,0,0,0,0,0,1,20.7,1482.3,0,0,1,0,0,1,0,0,0,1
2103,0,0,1,0,15,1,0,0,0,0,0,0,0,1,19.45,340.85,0,0,1,1,0,0,0,1,0,0
2104,1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.6,19.6,0,0,1,1,0,0,0,0,0,1
2105,0,0,0,0,54,1,1,1,1,0,1,1,1,1,108.0,5760.65,0,1,0,0,0,1,0,1,0,0
2106,0,0,1,0,52,0,0,1,0,0,0,0,1,1,39.9,2020.9,1,0,0,1,0,0,0,0,1,0
2107,1,0,0,0,38,1,1,0,1,0,1,0,1,0,68.15,2656.3,1,0,0,1,0,0,0,1,0,0
2108,1,1,0,0,67,1,0,1,1,0,1,1,0,1,92.45,6140.85,0,1,0,0,0,1,1,0,0,0
2109,1,0,1,0,6,1,0,0,0,0,1,0,0,1,49.15,270.8,1,0,0,1,0,0,0,0,1,0
2110,0,0,1,0,57,1,1,0,0,1,1,1,1,0,107.95,5969.85,0,1,0,0,0,1,0,0,1,0
2111,0,0,0,0,51,1,1,0,1,1,1,0,0,1,87.35,4473.0,0,1,0,1,0,0,0,0,1,0
2112,0,1,0,0,54,1,0,0,0,1,1,0,1,0,65.25,3529.95,1,0,0,0,1,0,1,0,0,0
2113,0,0,0,0,9,1,1,0,0,0,0,1,1,1,95.5,829.1,0,1,0,1,0,0,0,0,1,0
2114,0,0,0,0,4,1,0,0,0,0,0,0,0,1,19.65,67.55,0,0,1,1,0,0,0,0,0,1
2115,0,0,0,0,4,1,0,0,1,0,0,0,0,0,49.25,208.45,1,0,0,1,0,0,0,0,0,1
2116,0,0,0,0,20,1,0,0,0,0,0,0,0,0,19.4,415.4,0,0,1,1,0,0,0,0,0,1
2117,1,0,0,0,13,1,1,0,1,1,1,0,0,0,89.4,1132.35,0,1,0,1,0,0,0,0,1,0
2118,1,0,0,0,7,1,0,0,0,0,0,1,0,1,79.0,522.95,0,1,0,1,0,0,0,0,1,0
2119,1,0,1,0,27,1,0,0,1,0,0,0,0,1,76.1,2093.4,0,1,0,1,0,0,0,0,1,0
2120,0,0,1,0,22,1,1,1,0,0,1,1,0,0,95.9,2234.95,0,1,0,1,0,0,0,1,0,0
2121,1,0,1,0,48,1,0,0,0,1,1,1,1,1,100.05,4834.0,0,1,0,1,0,0,0,1,0,0
2122,1,0,1,0,10,1,1,1,0,0,0,0,0,1,78.15,765.15,0,1,0,1,0,0,0,1,0,0
2123,1,1,0,0,26,1,1,0,1,0,0,1,0,1,89.15,2277.65,0,1,0,1,0,0,0,0,1,0
2124,0,0,0,0,37,1,1,0,0,0,1,1,1,0,98.8,3475.55,0,1,0,1,0,0,1,0,0,0
2125,1,0,0,0,30,1,1,0,1,1,1,1,1,0,110.45,3327.05,0,1,0,0,1,0,0,1,0,0
2126,0,0,0,0,5,1,0,0,0,0,0,0,0,0,20.65,93.55,0,0,1,1,0,0,1,0,0,0
2127,1,0,1,0,51,1,1,0,1,0,1,1,1,1,78.65,3950.85,1,0,0,0,1,0,0,1,0,0
2128,0,0,1,1,39,1,0,1,0,1,1,1,1,0,80.0,3182.95,1,0,0,0,1,0,0,1,0,0
2129,0,0,0,0,21,1,0,0,0,1,0,0,1,0,61.65,1393.6,1,0,0,1,0,0,0,0,0,1
2130,1,0,0,0,2,1,0,0,0,0,0,0,0,1,70.95,137.95,0,1,0,1,0,0,0,0,1,0
2131,1,0,0,0,2,1,0,0,1,0,1,0,0,1,55.05,102.75,1,0,0,1,0,0,0,1,0,0
2132,0,0,0,0,35,1,0,0,0,0,0,0,0,0,20.6,754.0,0,0,1,0,1,0,1,0,0,0
2133,0,0,1,0,69,1,1,1,1,1,1,0,1,1,107.2,7317.1,0,1,0,0,1,0,0,1,0,0
2134,0,0,1,0,18,1,0,0,0,1,1,0,0,0,78.2,1468.75,0,1,0,1,0,0,0,0,1,0
2135,0,0,1,1,12,0,0,0,1,0,1,0,0,0,35.5,432.25,1,0,0,1,0,0,0,0,0,1
2136,1,0,0,1,4,1,0,0,0,0,0,0,0,0,20.4,94.5,0,0,1,1,0,0,0,1,0,0
2137,1,0,0,0,23,1,1,0,1,0,0,0,0,1,79.15,1676.95,0,1,0,1,0,0,0,0,1,0
2138,1,0,1,1,46,0,0,1,1,0,0,0,0,0,35.05,1620.25,1,0,0,1,0,0,1,0,0,0
2139,1,0,0,0,1,1,0,0,0,0,0,1,0,1,55.0,55.0,1,0,0,1,0,0,0,1,0,0
2140,1,0,0,0,2,1,0,0,0,0,0,0,0,0,69.75,144.55,0,1,0,1,0,0,1,0,0,0
2141,0,0,0,0,33,1,0,0,0,0,0,0,0,0,20.35,689.75,0,0,1,0,0,1,0,0,0,1
2142,1,1,0,0,32,1,0,0,1,0,1,0,0,0,54.65,1830.1,1,0,0,1,0,0,1,0,0,0
2143,1,0,0,1,5,1,0,0,0,0,0,0,0,0,46.0,221.7,1,0,0,1,0,0,0,0,0,1
2144,1,1,0,0,1,0,0,0,0,0,0,0,0,1,25.7,25.7,1,0,0,1,0,0,0,0,0,1
2145,1,0,0,1,49,1,0,0,0,0,0,0,0,0,19.45,921.3,0,0,1,0,1,0,0,1,0,0
2146,1,0,0,1,18,1,1,0,0,0,0,0,0,0,25.3,454.65,0,0,1,0,0,1,0,1,0,0
2147,1,0,0,0,66,0,0,1,1,1,1,1,1,1,62.5,4136.4,1,0,0,0,0,1,1,0,0,0
2148,0,0,0,0,2,1,0,0,0,0,0,0,0,0,45.85,81.0,1,0,0,1,0,0,0,0,0,1
2149,1,0,1,0,20,1,0,0,0,0,0,0,0,1,20.0,416.45,0,0,1,0,1,0,0,0,0,1
2150,0,0,0,1,62,1,1,0,0,0,0,0,0,1,24.4,1413.0,0,0,1,0,0,1,0,0,0,1
2151,1,0,0,0,12,1,0,0,0,0,0,0,0,0,20.15,260.7,0,0,1,0,1,0,0,0,1,0
2152,1,0,0,0,34,1,1,1,1,1,0,1,1,1,109.8,3587.25,0,1,0,1,0,0,0,0,0,1
2153,0,0,0,1,5,1,0,0,0,0,1,0,0,1,48.65,235.2,1,0,0,1,0,0,1,0,0,0
2154,1,0,0,0,25,1,0,1,1,0,0,0,0,1,79.85,2015.35,0,1,0,1,0,0,1,0,0,0
2155,1,0,0,0,28,1,0,1,1,0,1,0,0,1,59.9,1654.7,1,0,0,0,1,0,0,0,1,0
2156,1,0,1,1,18,1,0,0,0,0,0,0,0,1,20.25,401.95,0,0,1,1,0,0,0,0,0,1
2157,1,0,0,0,46,1,1,0,1,1,0,0,1,1,94.15,4408.45,0,1,0,0,1,0,0,0,1,0
2158,1,0,1,1,41,1,0,0,0,0,0,0,0,0,19.3,772.4,0,0,1,0,0,1,1,0,0,0
2159,0,0,1,1,67,1,1,0,1,0,0,0,1,1,89.55,6373.1,0,1,0,1,0,0,1,0,0,0
2160,1,0,1,0,20,1,0,0,0,0,0,0,0,1,69.8,1540.35,0,1,0,1,0,0,1,0,0,0
2161,0,0,1,0,53,1,0,0,1,0,0,1,1,1,94.25,4867.95,0,1,0,0,1,0,1,0,0,0
2162,0,0,0,0,1,1,0,0,0,0,0,0,1,0,79.9,79.9,0,1,0,1,0,0,0,0,1,0
2163,1,0,0,0,9,1,0,0,1,0,1,1,0,0,66.25,620.55,1,0,0,1,0,0,0,0,0,1
2164,0,0,0,0,22,1,1,1,0,0,0,1,1,1,101.35,2317.1,0,1,0,1,0,0,1,0,0,0
2165,1,0,0,1,22,1,1,0,0,0,0,0,1,1,84.75,1816.75,0,1,0,1,0,0,0,0,1,0
2166,1,1,0,0,72,1,1,0,1,1,1,1,1,0,111.65,7943.45,0,1,0,0,0,1,0,0,1,0
2167,1,1,0,0,3,0,0,0,0,0,0,0,0,0,25.3,77.75,1,0,0,1,0,0,0,0,1,0
2168,1,0,0,0,30,0,0,0,0,0,1,0,1,1,40.35,1187.05,1,0,0,0,1,0,0,1,0,0
2169,1,0,0,1,5,1,0,0,0,0,1,0,0,1,51.0,286.8,1,0,0,1,0,0,0,0,0,1
2170,1,0,1,1,35,1,1,0,0,0,0,0,0,1,25.4,949.8,0,0,1,0,0,1,0,1,0,0
2171,0,1,1,0,30,1,0,0,1,0,0,0,0,1,50.4,1527.5,1,0,0,1,0,0,1,0,0,0
2172,0,1,1,0,24,0,0,0,0,1,1,0,0,0,34.25,828.2,1,0,0,1,0,0,0,0,0,1
2173,1,0,1,0,71,1,0,0,1,1,1,1,1,1,80.7,5705.05,1,0,0,0,0,1,0,1,0,0
2174,1,0,0,0,6,1,0,0,0,0,0,0,0,0,19.65,116.85,0,0,1,0,0,1,0,1,0,0
2175,1,0,1,1,2,1,0,0,0,0,0,0,0,0,70.4,147.15,0,1,0,1,0,0,0,0,1,0
2176,1,0,0,0,4,1,1,0,0,0,0,1,0,1,85.65,321.65,0,1,0,1,0,0,0,0,1,0
2177,1,0,0,0,4,1,0,0,0,0,0,0,0,1,70.05,266.9,0,1,0,1,0,0,0,1,0,0
2178,1,1,0,0,40,1,0,1,1,0,0,0,0,1,79.2,3233.85,0,1,0,1,0,0,0,1,0,0
2179,0,0,0,0,3,0,0,0,1,0,1,0,0,1,36.85,108.7,1,0,0,1,0,0,0,0,0,1
2180,0,0,0,0,22,1,1,0,0,0,0,1,1,1,94.65,2104.55,0,1,0,1,0,0,0,1,0,0
2181,0,0,0,0,58,1,1,0,0,0,0,0,0,1,25.3,1474.35,0,0,1,0,0,1,0,1,0,0
2182,0,0,1,0,42,0,0,0,0,0,0,0,0,1,25.1,1097.15,1,0,0,1,0,0,0,1,0,0
2183,1,0,1,0,45,1,1,0,0,0,0,0,0,0,25.5,1121.05,0,0,1,0,0,1,0,0,0,1
2184,0,1,1,0,32,1,1,0,0,0,0,0,1,1,85.0,2642.05,0,1,0,1,0,0,0,0,1,0
2185,0,0,1,0,14,1,1,0,0,0,1,1,0,1,66.6,979.5,1,0,0,1,0,0,0,1,0,0
2186,1,0,0,0,13,1,0,0,0,0,0,0,0,1,20.4,261.3,0,0,1,0,0,1,0,0,0,1
2187,1,0,0,1,67,1,1,0,1,0,1,1,1,1,106.6,7244.7,0,1,0,0,1,0,1,0,0,0
2188,0,0,1,1,71,1,1,0,0,0,0,0,0,0,23.9,1626.4,0,0,1,0,0,1,0,1,0,0
2189,0,0,1,0,35,1,1,0,0,0,1,1,0,1,91.5,3236.35,0,1,0,1,0,0,0,1,0,0
2190,1,0,0,0,29,1,1,0,0,0,0,0,0,0,25.15,702.0,0,0,1,1,0,0,0,0,1,0
2191,0,0,1,1,67,1,0,1,1,0,1,0,0,0,60.05,3994.05,1,0,0,0,1,0,0,0,0,1
2192,1,0,1,1,1,1,0,0,0,0,0,0,0,1,20.5,20.5,0,0,1,1,0,0,0,0,0,1
2193,0,1,1,0,54,1,1,0,1,1,1,1,1,1,110.45,6077.75,0,1,0,0,0,1,0,0,1,0
2194,1,0,1,1,58,1,0,0,0,0,0,0,0,0,20.3,1160.75,0,0,1,0,0,1,0,1,0,0
2195,0,0,1,1,40,1,1,0,0,0,0,0,0,0,25.25,1006.9,0,0,1,0,0,1,0,1,0,0
2196,1,0,0,0,63,1,0,0,0,0,0,0,0,1,20.6,1298.7,0,0,1,0,0,1,0,0,0,1
2197,0,0,1,0,16,1,0,1,1,0,0,0,0,0,80.75,1321.3,0,1,0,1,0,0,1,0,0,0
2198,0,0,0,0,1,1,0,0,0,0,0,0,0,0,44.4,44.4,1,0,0,1,0,0,0,0,0,1
2199,0,0,1,0,28,1,0,1,0,0,1,0,0,0,54.35,1426.45,1,0,0,0,1,0,0,0,0,1
2200,0,0,0,0,43,1,1,0,0,0,1,1,1,1,100.0,4211.55,0,1,0,0,1,0,0,0,1,0
2201,0,0,1,0,9,1,0,0,1,1,1,1,0,1,94.85,890.6,0,1,0,1,0,0,0,0,0,1
2202,1,0,1,0,13,1,1,1,1,0,1,1,0,1,76.2,981.45,1,0,0,1,0,0,0,0,1,0
2203,0,0,1,1,18,1,0,0,0,0,1,0,1,1,85.6,1601.5,0,1,0,1,0,0,0,0,1,0
2204,0,1,1,0,23,1,0,1,1,0,0,0,1,1,90.0,2024.1,0,1,0,1,0,0,0,0,1,0
2205,0,1,1,0,29,1,1,0,0,0,0,0,1,1,84.3,2357.75,0,1,0,1,0,0,0,0,1,0
2206,0,1,0,0,8,1,0,1,0,0,1,1,1,0,100.3,832.35,0,1,0,1,0,0,0,1,0,0
2207,1,0,0,0,42,1,0,0,0,0,0,0,0,1,20.65,958.1,0,0,1,0,1,0,0,0,0,1
2208,1,0,1,0,71,1,1,0,1,1,1,1,1,0,109.25,7707.7,0,1,0,0,0,1,0,0,1,0
2209,0,0,1,1,71,1,1,1,1,1,1,1,1,0,89.9,6457.15,1,0,0,0,0,1,0,1,0,0
2210,1,0,1,1,45,1,0,0,0,0,0,0,0,0,20.85,892.15,0,0,1,0,0,1,0,0,0,1
2211,1,1,1,0,22,1,1,1,1,0,1,0,0,1,63.55,1381.8,1,0,0,1,0,0,0,0,0,1
2212,0,0,1,1,31,0,0,1,0,0,1,0,0,0,35.4,1077.5,1,0,0,1,0,0,1,0,0,0
2213,1,0,1,1,15,1,1,0,1,1,0,1,1,1,105.35,1559.25,0,1,0,1,0,0,1,0,0,0
2214,1,0,0,0,2,1,0,0,0,0,0,1,1,1,90.4,168.2,0,1,0,1,0,0,0,0,1,0
2215,0,0,0,0,1,1,0,0,0,0,0,0,0,1,42.9,42.9,1,0,0,1,0,0,0,0,1,0
2216,0,0,0,0,11,1,0,0,1,1,1,0,0,1,60.9,688.5,1,0,0,1,0,0,0,0,1,0
2217,0,0,0,0,1,1,0,0,0,0,0,0,1,1,79.25,79.25,0,1,0,1,0,0,0,0,1,0
2218,1,0,0,1,8,0,0,1,0,0,0,0,1,1,38.5,330.8,1,0,0,1,0,0,0,0,1,0
2219,1,0,1,1,10,1,0,0,1,1,0,0,0,1,55.55,551.3,1,0,0,1,0,0,0,0,0,1
2220,0,0,1,0,3,0,0,0,1,0,0,0,0,0,29.8,94.4,1,0,0,1,0,0,0,1,0,0
2221,1,1,1,0,43,1,1,1,1,0,0,1,0,1,94.5,4156.8,0,1,0,1,0,0,0,0,1,0
2222,1,0,0,0,1,1,0,0,0,0,0,0,0,0,44.75,44.75,1,0,0,1,0,0,0,0,0,1
2223,0,0,0,1,53,1,0,1,1,0,1,0,0,0,62.85,3419.5,1,0,0,0,1,0,0,1,0,0
2224,0,0,1,1,53,1,1,0,0,1,1,1,1,1,78.75,3942.45,1,0,0,0,1,0,0,0,0,1
2225,1,0,0,0,27,1,0,0,0,0,0,0,0,1,20.25,538.2,0,0,1,0,0,1,1,0,0,0
2226,1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.2,69.2,0,1,0,1,0,0,0,0,1,0
2227,1,0,1,0,47,1,0,0,0,0,0,0,0,0,19.65,921.55,0,0,1,0,0,1,1,0,0,0
2228,1,1,0,0,5,1,0,1,1,0,0,0,0,0,80.7,374.8,0,1,0,1,0,0,0,0,1,0
2229,0,0,0,0,66,1,1,0,0,0,0,0,0,0,25.1,1697.7,0,0,1,0,0,1,0,0,0,1
2230,1,0,1,1,1,1,0,0,0,1,0,0,0,0,50.45,50.45,1,0,0,1,0,0,0,0,0,1
2231,0,0,0,0,9,0,0,0,0,0,0,1,0,1,34.7,296.1,1,0,0,1,0,0,0,1,0,0
2232,0,0,1,1,72,1,1,1,1,1,1,0,1,0,103.95,7517.7,0,1,0,0,0,1,0,1,0,0
2233,1,1,1,0,69,1,0,1,1,0,0,0,1,0,87.3,6055.55,0,1,0,0,1,0,0,1,0,0
2234,1,1,1,1,1,1,0,0,0,0,0,0,0,1,69.25,69.25,0,1,0,1,0,0,0,0,1,0
2235,0,0,1,1,55,1,0,0,1,0,1,0,0,0,79.4,4238.45,0,1,0,1,0,0,0,0,1,0
2236,0,0,0,0,8,1,0,0,0,0,0,0,0,1,20.45,162.3,0,0,1,1,0,0,0,1,0,0
2237,1,1,0,0,1,1,0,0,0,0,0,0,0,1,70.15,70.15,0,1,0,1,0,0,0,0,1,0
2238,1,1,1,0,18,0,0,0,0,1,0,1,1,1,48.35,810.7,1,0,0,1,0,0,0,0,1,0
2239,0,0,0,0,4,1,1,0,0,0,0,0,1,1,85.65,338.9,0,1,0,1,0,0,0,0,1,0
2240,0,1,1,0,57,1,1,0,1,1,0,1,0,1,71.1,4140.1,1,0,0,0,1,0,0,1,0,0
2241,1,0,1,1,22,1,0,1,1,1,0,0,0,0,61.15,1422.05,1,0,0,1,0,0,0,0,0,1
2242,1,0,0,0,4,1,1,0,1,0,0,0,0,1,80.3,324.2,0,1,0,1,0,0,0,0,0,1
2243,1,0,1,1,1,1,0,0,0,0,0,0,0,1,19.9,19.9,0,0,1,1,0,0,0,0,1,0
2244,1,0,1,1,39,1,0,0,0,1,0,1,0,1,59.85,2341.5,1,0,0,1,0,0,0,0,0,1
2245,0,1,1,0,4,1,1,0,0,0,0,0,0,1,74.4,306.6,0,1,0,1,0,0,0,0,0,1
2246,1,0,1,0,72,1,1,1,0,1,0,1,1,1,105.0,7589.8,0,1,0,0,0,1,0,1,0,0
2247,1,0,0,0,68,1,1,0,1,1,0,1,1,1,80.65,5330.2,1,0,0,0,0,1,0,0,1,0
2248,1,0,0,0,41,1,0,0,1,0,1,1,1,1,98.8,3959.15,0,1,0,0,0,1,1,0,0,0
2249,1,0,0,0,58,1,0,1,1,1,1,0,0,1,64.9,3795.45,1,0,0,0,0,1,0,1,0,0
2250,0,0,0,0,12,1,0,0,1,0,0,0,0,1,49.05,593.05,1,0,0,1,0,0,1,0,0,0
2251,0,1,1,1,10,0,0,0,0,0,0,0,1,1,34.55,362.6,1,0,0,1,0,0,1,0,0,0
2252,1,0,1,1,52,1,0,0,1,1,1,0,0,0,85.8,4433.3,0,1,0,1,0,0,1,0,0,0
2253,1,1,0,0,56,1,1,0,1,1,0,1,1,0,104.75,5841.35,0,1,0,1,0,0,0,0,1,0
2254,1,1,0,0,4,1,1,0,0,0,0,1,1,1,94.3,424.45,0,1,0,1,0,0,0,0,1,0
2255,0,0,0,0,43,1,0,0,0,0,0,0,0,0,19.55,876.15,0,0,1,0,0,1,0,0,0,1
2256,0,0,1,1,9,1,0,0,1,0,1,1,1,1,101.5,906.85,0,1,0,1,0,0,0,0,1,0
2257,1,0,0,0,23,1,1,0,0,0,0,0,0,0,24.8,615.35,0,0,1,0,1,0,0,1,0,0
2258,0,0,1,1,30,1,1,1,1,0,0,1,0,1,94.4,2838.7,0,1,0,1,0,0,0,0,1,0
2259,1,0,0,0,4,1,1,0,1,0,1,0,1,1,93.5,362.2,0,1,0,1,0,0,0,0,1,0
2260,1,0,0,0,20,1,0,0,0,0,0,0,0,1,18.9,347.65,0,0,1,1,0,0,0,1,0,0
2261,0,0,1,0,57,1,0,1,0,0,1,0,0,0,55.7,3171.6,1,0,0,1,0,0,0,0,1,0
2262,1,0,1,1,70,1,1,1,1,1,1,1,1,1,114.2,7723.9,0,1,0,0,0,1,1,0,0,0
2263,0,0,0,0,55,1,0,1,1,0,0,1,1,1,100.9,5552.05,0,1,0,0,1,0,0,0,0,1
2264,1,0,1,1,68,1,1,1,1,1,1,1,1,1,89.05,6185.8,1,0,0,0,0,1,1,0,0,0
2265,1,0,0,1,26,0,0,0,0,1,0,0,0,1,29.8,786.5,1,0,0,1,0,0,0,0,0,1
2266,1,0,0,0,10,1,0,0,0,0,0,0,0,1,19.3,185.2,0,0,1,0,1,0,0,0,0,1
2267,1,1,0,0,20,1,0,0,0,0,0,0,1,1,81.45,1671.6,0,1,0,1,0,0,0,0,1,0
2268,0,1,1,0,53,1,1,0,1,0,0,1,1,1,101.9,5549.4,0,1,0,1,0,0,0,0,1,0
2269,1,1,0,0,43,1,1,0,1,0,0,1,0,1,90.25,3838.75,0,1,0,1,0,0,0,0,1,0
2270,0,0,1,1,3,1,0,0,0,1,0,0,0,1,50.15,168.15,1,0,0,1,0,0,0,0,1,0
2271,1,0,1,0,68,1,1,1,1,0,0,0,0,1,84.7,5711.05,0,1,0,0,0,1,1,0,0,0
2272,1,0,0,0,18,1,1,0,0,0,1,1,1,1,99.85,1776.95,0,1,0,1,0,0,1,0,0,0
2273,1,0,0,0,1,1,1,0,0,0,0,0,1,0,85.8,85.8,0,1,0,1,0,0,0,0,0,1
2274,0,0,0,0,8,0,0,0,0,0,0,0,0,1,25.25,186.3,1,0,0,1,0,0,0,1,0,0
2275,1,0,0,0,2,1,1,0,1,0,0,0,0,0,79.55,151.75,0,1,0,1,0,0,0,0,1,0
2276,1,0,1,1,69,1,1,1,0,1,0,0,0,0,84.45,5848.6,0,1,0,0,1,0,1,0,0,0
2277,0,0,1,1,33,1,0,0,0,0,0,0,0,0,20.6,690.25,0,0,1,0,1,0,0,0,0,1
2278,0,0,1,0,30,1,1,0,0,0,0,0,0,0,49.9,1441.95,1,0,0,1,0,0,0,0,1,0
2279,1,1,1,0,53,1,0,0,1,1,1,1,0,1,94.0,4871.45,0,1,0,0,1,0,0,0,1,0
2280,0,1,1,0,21,1,0,0,0,1,0,1,0,0,86.55,1857.25,0,1,0,1,0,0,1,0,0,0
2281,0,0,1,1,4,1,1,0,0,0,0,0,0,1,50.9,225.6,1,0,0,1,0,0,0,0,1,0
2282,0,0,0,0,28,1,0,0,0,1,1,0,1,0,91.0,2626.15,0,1,0,1,0,0,0,0,1,0
2283,0,0,1,1,31,1,1,1,1,0,1,0,1,1,75.25,2344.5,1,0,0,0,1,0,1,0,0,0
2284,1,0,0,0,8,1,0,1,0,0,0,0,0,1,49.85,365.55,1,0,0,1,0,0,0,0,1,0
2285,0,0,0,0,6,1,0,0,1,0,0,1,0,1,84.85,523.5,0,1,0,1,0,0,0,0,1,0
2286,0,0,0,0,10,1,0,0,0,0,0,0,1,1,56.75,503.25,1,0,0,1,0,0,1,0,0,0
2287,0,0,1,1,55,1,0,0,0,0,0,0,0,0,20.5,1177.95,0,0,1,0,0,1,0,0,0,1
2288,0,1,1,0,7,1,0,0,0,0,0,0,0,1,70.1,467.55,0,1,0,1,0,0,0,0,0,1
2289,0,0,1,1,72,1,1,1,1,1,1,1,1,1,114.0,8093.15,0,1,0,0,0,1,0,0,1,0
2290,1,0,1,1,45,0,0,1,0,0,0,1,1,1,50.9,2333.85,1,0,0,1,0,0,1,0,0,0
2291,0,0,1,1,30,1,0,0,0,0,0,0,0,0,21.25,711.9,0,0,1,0,0,1,0,0,0,1
2292,0,0,0,0,4,1,0,0,0,0,0,0,1,1,55.3,238.5,1,0,0,1,0,0,0,0,0,1
2293,0,0,1,0,12,1,0,0,1,0,0,0,1,1,85.05,999.8,0,1,0,1,0,0,0,1,0,0
2294,1,0,0,0,72,1,1,1,1,1,1,1,1,1,91.35,6697.2,1,0,0,0,0,1,1,0,0,0
2295,1,0,1,1,24,1,0,0,0,0,0,0,0,1,19.7,494.05,0,0,1,0,0,1,0,0,0,1
2296,1,0,1,1,58,1,1,1,1,0,0,0,1,1,93.4,5435.6,0,1,0,1,0,0,1,0,0,0
2297,1,0,1,0,18,1,0,0,0,0,1,0,0,1,50.3,908.75,1,0,0,1,0,0,0,0,0,1
2298,0,0,1,1,45,1,0,1,0,0,1,0,0,0,54.65,2553.7,1,0,0,0,0,1,1,0,0,0
2299,0,1,0,0,22,1,1,0,0,0,1,1,0,1,90.5,1910.6,0,1,0,1,0,0,1,0,0,0
2300,0,0,1,0,72,1,1,0,0,0,0,0,0,0,25.4,1710.9,0,0,1,0,0,1,0,0,0,1
2301,0,0,0,0,1,0,0,0,1,0,1,0,1,1,44.65,44.65,1,0,0,1,0,0,0,0,0,1
2302,1,0,1,0,58,1,0,1,1,0,0,1,0,1,65.25,3791.6,1,0,0,1,0,0,0,1,0,0
2303,1,0,0,0,17,1,0,0,0,0,0,0,0,0,20.05,337.9,0,0,1,0,1,0,0,1,0,0
2304,1,0,1,1,71,0,0,1,1,0,1,1,1,0,58.65,4145.25,1,0,0,0,0,1,0,0,0,1
2305,0,1,0,0,1,1,0,0,0,0,0,0,0,0,69.1,69.1,0,1,0,1,0,0,0,0,1,0
2306,0,0,0,1,12,1,0,1,0,0,0,1,1,1,69.85,837.5,1,0,0,1,0,0,0,0,0,1
2307,1,0,1,1,46,1,0,0,0,0,0,0,0,0,19.4,958.15,0,0,1,0,0,1,0,1,0,0
2308,1,1,0,0,21,0,0,1,0,0,0,1,0,1,41.9,840.1,1,0,0,1,0,0,0,0,1,0
2309,1,0,1,1,14,1,1,0,0,0,0,0,0,0,25.55,372.45,0,0,1,1,0,0,0,0,0,1
2310,1,0,1,0,61,1,1,0,0,0,1,1,1,0,101.15,6383.9,0,1,0,0,1,0,1,0,0,0
2311,1,0,1,1,14,1,1,0,1,0,0,0,1,1,90.9,1259.0,0,1,0,1,0,0,1,0,0,0
2312,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.95,19.95,0,0,1,1,0,0,0,0,1,0
2313,1,0,0,0,63,1,1,1,1,1,1,1,0,1,79.85,4861.45,1,0,0,0,0,1,0,1,0,0
