,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
230,0,0,1,1,47,1,1,1,1,1,1,1,1,1,113.45,5317.8,0,1,0,0,1,0,1,0,0,0
231,0,1,1,0,72,1,1,0,1,1,1,1,0,0,77.35,5396.25,1,0,0,0,0,1,0,1,0,0
232,0,0,1,0,46,1,0,1,1,1,1,0,0,0,65.65,3047.15,1,0,0,0,0,1,0,0,0,1
233,1,0,1,1,24,1,1,0,0,0,0,0,0,0,24.7,571.75,0,0,1,0,0,1,0,0,0,1
234,0,0,0,0,8,1,0,0,1,0,1,1,0,1,66.65,520.95,1,0,0,1,0,0,0,0,1,0
235,1,0,1,1,27,1,0,1,1,1,1,0,0,0,66.15,1874.45,1,0,0,0,1,0,0,0,0,1
236,1,0,0,1,35,1,1,0,0,0,0,0,0,0,50.15,1655.35,1,0,0,1,0,0,0,0,0,1
237,1,0,0,0,39,1,0,0,1,0,0,1,0,1,58.6,2224.5,1,0,0,0,1,0,0,1,0,0
238,1,0,1,1,45,0,0,1,0,0,0,1,1,1,50.9,2333.85,1,0,0,1,0,0,1,0,0,0
239,0,0,1,1,13,1,0,1,0,0,0,0,0,1,49.95,587.45,1,0,0,1,0,0,0,0,0,1
240,0,0,0,0,69,1,0,0,0,0,0,0,0,0,19.95,1399.35,0,0,1,0,0,1,0,1,0,0
241,0,0,0,0,68,1,1,1,1,1,0,0,1,1,102.1,7149.35,0,1,0,0,0,1,1,0,0,0
242,1,0,0,0,39,0,0,1,1,0,1,0,0,0,41.15,1700.9,1,0,0,0,1,0,1,0,0,0
243,0,0,1,1,44,0,0,0,0,1,1,1,1,1,54.3,2317.1,1,0,0,0,1,0,0,0,1,0
244,1,0,1,0,1,0,0,0,0,0,0,0,1,0,35.0,35.0,1,0,0,1,0,0,0,0,1,0
245,0,0,1,1,34,1,0,0,0,0,0,0,0,0,20.8,635.9,0,0,1,1,0,0,0,0,0,1
246,1,0,0,0,46,1,0,0,1,1,1,1,1,1,104.4,4904.2,0,1,0,0,0,1,1,0,0,0
247,0,0,1,1,27,1,1,1,1,0,1,1,0,0,100.75,2793.55,0,1,0,1,0,0,0,0,1,0
248,1,0,1,0,24,1,1,0,0,1,0,0,0,1,79.65,1928.7,0,1,0,1,0,0,0,0,0,1
249,0,0,1,1,25,1,1,0,0,0,0,0,0,0,25.5,630.6,0,0,1,0,0,1,0,1,0,0
250,0,1,1,0,63,1,0,1,1,1,1,1,1,1,84.0,5329.55,1,0,0,0,1,0,1,0,0,0
251,0,0,1,1,15,1,0,1,0,0,0,0,0,0,75.1,1151.55,0,1,0,1,0,0,0,0,0,1
252,1,0,1,1,3,1,0,0,0,0,0,1,0,1,80.7,239.45,0,1,0,1,0,0,0,0,1,0
253,1,0,0,0,72,1,1,1,1,1,0,1,0,1,101.3,7261.25,0,1,0,0,0,1,1,0,0,0
254,0,0,1,0,51,1,1,1,1,0,0,0,1,1,96.4,4911.05,0,1,0,0,1,0,0,1,0,0
255,0,0,0,0,58,1,1,0,0,0,1,0,0,0,80.65,4807.35,0,1,0,1,0,0,1,0,0,0
256,0,1,1,0,2,1,0,0,0,1,0,1,1,1,95.5,181.65,0,1,0,1,0,0,0,1,0,0
257,0,0,1,1,16,1,1,1,1,0,1,1,1,0,84.9,1398.25,1,0,0,1,0,0,0,0,1,0
258,1,0,1,0,70,1,1,0,1,1,1,1,1,1,84.8,5917.55,1,0,0,0,0,1,1,0,0,0
259,1,0,1,1,11,1,0,0,0,0,0,0,0,0,20.6,233.9,0,0,1,0,1,0,0,0,0,1
260,1,0,1,1,72,1,0,0,0,0,0,0,0,0,19.55,1463.45,0,0,1,0,0,1,1,0,0,0
261,1,0,1,1,11,1,1,0,0,0,0,0,0,0,25.0,300.7,0,0,1,0,0,1,0,0,0,1
262,1,0,1,0,72,1,1,1,1,1,0,1,1,1,110.65,8065.65,0,1,0,0,0,1,0,1,0,0
263,1,0,1,1,40,1,0,1,1,0,1,0,1,1,71.35,2847.2,1,0,0,1,0,0,0,0,0,1
264,0,0,1,1,29,1,0,0,0,1,1,1,1,0,75.55,2054.4,1,0,0,0,0,1,0,0,0,1
265,1,0,0,0,16,0,0,1,0,0,0,1,0,1,38.9,664.4,1,0,0,1,0,0,0,0,1,0
266,0,0,1,1,47,1,0,0,0,0,0,0,0,0,20.05,951.55,0,0,1,0,1,0,0,0,0,1
267,0,0,1,1,13,1,0,0,1,1,1,0,0,0,61.8,750.1,1,0,0,1,0,0,1,0,0,0
268,1,0,0,0,11,1,1,1,0,0,0,0,0,1,79.0,929.3,0,1,0,1,0,0,1,0,0,0
269,1,0,0,0,34,1,0,1,1,0,0,0,0,0,55.0,1885.15,1,0,0,0,1,0,0,0,0,1
270,0,0,1,1,37,1,0,1,0,1,1,0,0,1,58.75,2203.1,1,0,0,0,1,0,0,0,0,1
271,1,0,0,0,7,1,0,0,0,1,1,1,1,1,100.4,715.0,0,1,0,1,0,0,0,0,1,0
272,1,0,0,0,26,0,0,0,0,1,0,1,1,1,50.35,1277.5,1,0,0,1,0,0,0,1,0,0
273,0,0,1,1,35,1,0,0,0,0,0,0,0,0,20.1,655.3,0,0,1,0,0,1,0,0,0,1
274,1,1,0,0,35,1,1,1,1,1,0,1,1,1,108.35,3726.15,0,1,0,0,1,0,0,0,1,0
275,0,0,1,1,72,1,1,1,1,1,1,1,1,1,90.8,6397.6,1,0,0,0,0,1,0,1,0,0
276,1,0,1,1,50,1,1,1,1,1,1,0,1,1,80.05,4042.2,1,0,0,0,1,0,1,0,0,0
277,0,0,0,0,67,1,0,0,0,0,1,0,0,0,50.55,3260.1,1,0,0,0,0,1,1,0,0,0
278,1,0,1,0,46,1,1,1,0,0,0,0,0,0,55.0,2473.95,1,0,0,1,0,0,1,0,0,0
279,0,0,1,1,55,1,0,0,0,0,0,0,0,0,20.5,1177.95,0,0,1,0,0,1,0,0,0,1
280,1,1,0,0,60,1,1,1,0,0,0,1,1,1,101.4,6176.6,0,1,0,0,1,0,1,0,0,0
281,1,0,1,0,25,1,1,0,1,0,0,0,0,0,54.1,1373.0,1,0,0,1,0,0,0,0,1,0
282,1,0,1,1,8,1,0,0,0,0,0,0,0,1,45.45,411.75,1,0,0,1,0,0,0,0,1,0
283,1,0,0,0,25,1,0,0,0,0,0,0,0,1,19.2,532.1,0,0,1,1,0,0,0,1,0,0
284,1,0,0,1,11,1,0,0,0,0,0,0,0,0,19.7,216.2,0,0,1,1,0,0,0,1,0,0
285,0,0,0,1,52,1,1,1,1,0,1,1,1,1,85.15,4461.85,1,0,0,0,0,1,0,0,0,1
286,1,0,0,1,67,1,1,0,1,0,1,1,1,1,104.0,7039.05,0,1,0,0,0,1,0,0,1,0
287,0,0,0,0,5,1,0,0,0,0,0,1,0,1,80.1,398.55,0,1,0,1,0,0,0,0,0,1
288,1,0,0,0,15,1,0,0,0,0,0,1,0,0,56.15,931.9,1,0,0,0,1,0,0,0,0,1
289,1,0,0,0,72,1,0,1,1,1,1,0,1,1,73.0,5265.2,1,0,0,0,0,1,0,1,0,0
290,0,0,1,1,72,1,1,0,0,0,0,0,0,0,26.1,1851.45,0,0,1,0,0,1,0,0,0,1
291,1,0,0,0,11,0,0,0,1,1,1,0,0,1,40.4,422.6,1,0,0,0,1,0,0,1,0,0
292,1,0,1,0,71,1,1,1,1,0,0,1,0,0,95.65,6856.95,0,1,0,0,1,0,0,0,0,1
293,1,0,1,0,63,1,0,0,1,0,0,1,1,1,96.0,6109.75,0,1,0,0,1,0,0,0,1,0
294,1,0,1,1,72,0,0,1,1,1,1,1,1,1,63.8,4684.3,1,0,0,0,0,1,1,0,0,0
295,0,0,0,0,1,1,1,0,0,0,0,0,0,1,50.15,50.15,1,0,0,1,0,0,0,0,1,0
296,1,1,1,0,44,1,0,1,1,0,1,0,0,1,85.15,3670.5,0,1,0,1,0,0,0,0,1,0
297,1,0,1,0,48,1,0,0,1,1,0,1,1,1,97.05,4692.95,0,1,0,0,1,0,0,0,1,0
298,1,0,1,0,71,1,1,1,0,1,0,1,1,1,104.1,7412.25,0,1,0,0,1,0,0,1,0,0
299,0,0,0,0,25,1,0,0,0,0,0,0,0,0,69.75,1729.35,0,1,0,1,0,0,0,0,1,0
300,0,0,0,0,61,1,1,1,0,1,0,1,1,1,106.45,6300.15,0,1,0,1,0,0,0,0,1,0
301,1,0,1,0,49,0,0,0,1,0,1,1,1,1,56.3,2780.6,1,0,0,0,1,0,0,1,0,0
302,1,0,0,0,15,1,1,0,0,0,0,0,0,0,48.85,631.4,1,0,0,1,0,0,0,0,0,1
303,0,0,1,1,6,1,0,0,0,0,0,0,0,1,69.8,377.85,0,1,0,1,0,0,0,0,1,0
304,1,0,0,0,12,1,0,0,0,0,0,0,0,0,20.3,246.7,0,0,1,1,0,0,0,0,0,1
305,0,0,1,0,40,1,1,0,1,1,0,1,1,1,106.0,4178.65,0,1,0,0,1,0,1,0,0,0
306,0,0,0,0,31,0,0,0,0,1,0,1,1,1,50.05,1523.4,1,0,0,0,1,0,0,0,1,0
307,0,0,0,0,44,1,0,1,0,0,1,1,0,0,65.4,2774.55,1,0,0,0,1,0,0,0,1,0
308,0,0,0,0,66,1,1,0,0,0,0,0,0,0,25.1,1697.7,0,0,1,0,0,1,0,0,0,1
309,1,0,0,0,39,0,0,1,1,0,1,0,0,1,40.3,1630.4,1,0,0,0,1,0,1,0,0,0
310,0,1,1,0,60,1,1,0,1,1,0,1,1,1,104.35,6339.45,0,1,0,0,1,0,0,0,1,0
311,1,0,1,0,46,1,1,0,0,0,0,0,0,1,24.45,1066.15,0,0,1,0,1,0,1,0,0,0
312,1,0,1,1,69,1,0,0,0,0,0,0,0,1,20.35,1442.65,0,0,1,0,1,0,0,1,0,0
313,0,0,1,1,4,1,0,0,0,0,0,0,0,1,20.5,77.6,0,0,1,1,0,0,0,0,0,1
314,0,0,1,0,24,1,0,1,0,0,1,0,1,1,89.25,2210.2,0,1,0,1,0,0,0,0,1,0
315,0,0,1,1,44,1,1,0,0,0,0,0,0,0,25.7,1110.5,0,0,1,0,1,0,0,0,0,1
316,0,0,0,0,67,1,0,0,0,0,0,0,0,1,19.45,1195.95,0,0,1,0,1,0,0,0,0,1
317,1,0,1,1,4,1,1,0,1,0,1,0,0,1,58.5,224.85,1,0,0,1,0,0,0,0,0,1
318,0,1,1,0,62,1,1,0,1,0,0,0,1,1,89.8,5629.55,0,1,0,1,0,0,1,0,0,0
319,0,1,1,0,55,1,1,0,0,0,0,0,0,1,74.0,4052.4,0,1,0,1,0,0,0,0,1,0
320,1,0,1,0,62,1,0,1,1,1,0,1,0,1,72.0,4284.2,1,0,0,0,0,1,0,1,0,0
321,0,1,1,0,6,1,1,0,0,1,0,0,0,1,80.8,457.1,0,1,0,1,0,0,0,0,1,0
322,0,0,1,0,72,1,0,0,0,0,0,0,0,0,19.3,1304.8,0,0,1,0,0,1,0,1,0,0
323,0,0,0,1,39,1,1,0,0,0,1,1,1,0,100.55,3895.35,0,1,0,0,0,1,0,0,0,1
324,1,0,1,0,67,1,1,1,0,1,1,1,1,1,111.25,7511.65,0,1,0,0,1,0,0,0,1,0
325,1,0,1,0,46,1,0,0,1,0,0,1,1,1,69.1,3168.0,1,0,0,1,0,0,0,1,0,0
326,0,0,0,0,10,1,0,0,0,0,0,0,1,1,56.75,503.25,1,0,0,1,0,0,1,0,0,0
327,1,0,0,0,10,1,0,0,1,0,1,0,1,0,64.9,685.55,1,0,0,0,1,0,0,0,0,1
328,1,0,1,1,35,0,0,0,0,0,1,1,0,0,40.9,1383.6,1,0,0,0,1,0,0,0,0,1
329,0,0,1,0,52,0,0,1,0,0,0,0,1,1,39.9,2020.9,1,0,0,1,0,0,0,0,1,0
330,1,0,1,1,72,1,0,0,0,0,0,0,0,1,20.7,1482.3,0,0,1,0,0,1,0,0,0,1
331,1,0,1,0,12,1,0,1,0,0,1,0,0,0,54.2,690.5,1,0,0,1,0,0,1,0,0,0
332,1,0,0,0,28,1,0,0,0,1,0,1,0,1,59.55,1646.45,1,0,0,1,0,0,1,0,0,0
333,1,1,1,0,32,1,1,0,0,1,0,0,0,0,79.3,2570.0,0,1,0,1,0,0,0,0,0,1
334,0,0,0,0,35,1,1,0,0,0,0,0,0,0,26.2,954.9,0,0,1,0,1,0,1,0,0,0
335,0,0,0,0,66,1,0,1,0,1,1,1,1,1,105.65,6844.5,0,1,0,0,0,1,1,0,0,0
336,1,0,1,1,3,0,0,0,1,0,0,0,1,0,40.3,92.5,1,0,0,1,0,0,0,0,0,1
337,1,0,0,0,7,0,0,0,0,0,0,0,0,0,25.05,189.95,1,0,0,1,0,0,1,0,0,0
338,0,0,0,0,46,1,1,0,1,1,1,1,1,0,108.65,4903.2,0,1,0,0,0,1,0,0,1,0
339,0,0,1,1,72,1,1,1,0,1,1,1,1,1,83.55,6093.3,1,0,0,0,0,1,0,1,0,0
340,0,0,0,0,55,1,0,1,0,1,1,0,0,1,59.2,3175.85,1,0,0,0,0,1,0,0,1,0
341,1,0,1,0,43,1,1,1,1,0,1,1,1,0,86.45,3574.5,1,0,0,0,0,1,0,1,0,0
342,0,0,1,1,30,1,1,1,1,1,1,0,0,0,67.6,2000.2,1,0,0,1,0,0,0,0,1,0
343,1,0,1,1,24,0,0,1,1,1,1,0,1,1,52.5,1208.15,1,0,0,0,0,1,0,0,0,1
344,1,0,1,0,72,1,1,0,0,0,0,0,0,0,24.55,1750.7,0,0,1,0,0,1,0,0,1,0
345,1,0,1,0,72,1,1,1,1,1,1,1,1,1,90.95,6468.6,1,0,0,0,0,1,1,0,0,0
346,0,0,1,0,58,0,0,0,0,0,0,1,1,1,45.0,2689.35,1,0,0,0,1,0,0,1,0,0
347,0,0,1,0,18,1,1,0,0,0,0,1,1,1,94.75,1691.9,0,1,0,1,0,0,0,0,1,0
348,1,0,0,1,49,1,0,0,0,0,0,0,0,0,19.45,921.3,0,0,1,0,1,0,0,1,0,0
349,0,0,1,1,5,1,0,1,0,1,0,0,1,1,90.35,434.5,0,1,0,1,0,0,0,0,0,1
350,1,0,0,0,3,1,0,0,0,1,0,1,0,0,57.55,161.45,1,0,0,1,0,0,0,0,1,0
351,0,0,1,0,16,1,0,1,1,0,0,0,0,0,80.75,1321.3,0,1,0,1,0,0,1,0,0,0
352,0,0,0,1,19,1,1,0,0,0,0,0,0,1,24.1,439.2,0,0,1,1,0,0,0,1,0,0
353,0,0,0,0,35,1,0,0,0,0,0,0,0,0,21.45,705.45,0,0,1,0,0,1,1,0,0,0
354,0,0,1,1,25,1,0,0,0,0,0,0,0,0,19.6,411.15,0,0,1,0,1,0,0,0,1,0
355,0,0,0,0,32,1,1,1,0,0,1,0,0,0,87.65,2766.4,0,1,0,1,0,0,1,0,0,0
356,1,0,1,0,72,1,1,0,0,0,0,0,0,1,24.15,1776.45,0,0,1,0,0,1,0,1,0,0
357,1,0,1,1,39,1,0,0,0,0,0,0,0,0,19.75,757.95,0,0,1,0,0,1,0,0,0,1
358,1,0,1,1,14,1,0,0,0,0,0,0,0,0,18.8,255.55,0,0,1,0,0,1,0,0,0,1
359,1,0,1,1,68,1,1,0,1,0,1,0,0,1,83.65,5733.4,0,1,0,0,1,0,1,0,0,0
360,1,1,0,0,44,1,0,0,0,1,1,1,1,0,74.85,3268.05,1,0,0,0,1,0,1,0,0,0
361,1,0,1,0,60,1,0,1,1,0,1,0,0,0,59.85,3483.45,1,0,0,0,0,1,1,0,0,0
362,1,0,0,0,7,1,0,0,0,0,0,0,0,1,69.85,515.45,0,1,0,1,0,0,1,0,0,0
363,0,0,1,1,47,1,0,1,0,1,0,0,1,0,90.05,4137.2,0,1,0,1,0,0,0,0,1,0
364,1,0,1,0,64,1,0,1,1,1,1,0,1,1,74.35,4759.55,1,0,0,0,0,1,0,0,0,1
365,1,0,1,1,22,1,0,0,0,0,0,0,0,0,20.75,452.35,0,0,1,0,1,0,1,0,0,0
366,0,1,0,0,26,1,1,0,0,0,0,1,1,1,93.6,2404.1,0,1,0,1,0,0,0,0,1,0
367,0,0,0,1,57,1,1,1,1,1,1,1,1,0,89.55,5012.35,1,0,0,0,0,1,0,0,0,1
368,0,0,0,0,18,1,1,0,0,0,0,0,0,1,75.6,1395.05,0,1,0,1,0,0,1,0,0,0
369,0,0,0,0,58,1,1,0,0,0,0,0,0,1,25.3,1474.35,0,0,1,0,0,1,0,1,0,0
370,0,0,1,0,34,1,0,0,0,0,0,0,0,0,20.05,679.0,0,0,1,0,0,1,0,1,0,0
371,1,0,1,0,26,1,0,0,0,0,1,0,1,0,85.9,2196.45,0,1,0,1,0,0,0,1,0,0
372,0,0,0,0,29,1,0,0,0,1,1,1,1,1,98.8,2807.1,0,1,0,1,0,0,0,1,0,0
373,1,0,0,0,1,1,0,0,0,0,0,0,0,0,44.75,44.75,1,0,0,1,0,0,0,0,0,1
374,1,0,0,0,47,1,1,1,1,0,1,0,1,0,74.05,3496.3,1,0,0,0,0,1,0,0,0,1
375,0,0,0,0,66,1,0,0,0,0,0,0,0,0,19.35,1240.8,0,0,1,0,0,1,1,0,0,0
376,0,0,1,0,67,1,1,0,1,0,0,1,0,1,88.4,5798.3,0,1,0,0,1,0,1,0,0,0
377,1,0,1,0,2,1,0,1,0,0,0,0,1,1,62.15,113.1,1,0,0,1,0,0,0,0,0,1
378,0,1,1,0,72,1,1,0,1,0,0,1,1,0,98.35,6929.4,0,1,0,0,0,1,1,0,0,0
379,1,0,1,0,43,1,1,0,0,0,1,1,0,1,64.85,2908.2,1,0,0,0,1,0,1,0,0,0
380,0,0,0,0,8,0,0,0,0,0,0,0,0,1,25.25,186.3,1,0,0,1,0,0,0,1,0,0
381,0,0,1,0,22,1,0,1,1,0,1,1,1,1,104.6,2180.55,0,1,0,1,0,0,0,0,1,0
382,1,1,1,0,58,1,1,0,1,0,0,1,1,1,97.8,5458.8,0,1,0,0,1,0,1,0,0,0
383,1,0,1,1,70,1,1,0,1,1,0,1,1,1,106.5,7397.0,0,1,0,0,1,0,0,0,1,0
384,1,0,1,1,57,1,1,0,1,0,0,1,1,1,100.6,5611.7,0,1,0,1,0,0,0,0,1,0
385,0,1,1,1,10,0,0,0,0,0,0,0,1,1,34.55,362.6,1,0,0,1,0,0,1,0,0,0
386,1,0,1,1,28,1,0,0,0,0,0,0,0,1,70.4,1992.2,0,1,0,0,1,0,1,0,0,0
387,0,0,1,0,72,1,1,0,1,1,1,1,1,1,108.4,7719.5,0,1,0,0,0,1,0,0,1,0
388,1,0,1,0,38,1,0,0,0,0,0,0,0,1,20.25,814.75,0,0,1,0,1,0,0,1,0,0
389,1,0,0,0,65,0,0,1,0,1,1,1,1,0,59.95,3921.1,1,0,0,0,0,1,0,1,0,0
390,0,0,1,0,32,1,1,0,1,0,0,1,1,1,98.85,3145.9,0,1,0,1,0,0,0,1,0,0
391,1,0,1,0,72,1,1,0,0,0,0,0,0,0,24.55,1750.7,0,0,1,0,0,1,0,0,1,0
392,0,0,0,0,31,1,1,0,0,0,1,0,0,0,81.7,2548.65,0,1,0,0,1,0,0,1,0,0
393,1,0,0,0,69,1,1,0,0,1,1,1,1,0,104.0,7028.5,0,1,0,0,0,1,0,0,1,0
394,1,0,1,0,58,0,0,1,1,0,0,1,0,1,45.35,2540.1,1,0,0,0,1,0,0,0,1,0
395,1,0,0,0,58,1,0,1,1,1,1,0,0,1,64.9,3795.45,1,0,0,0,0,1,0,1,0,0
396,1,0,1,0,20,1,0,0,0,0,0,0,0,1,20.0,416.45,0,0,1,0,1,0,0,0,0,1
397,0,0,0,0,14,1,1,0,1,0,0,0,0,1,55.5,767.55,1,0,0,1,0,0,0,1,0,0
398,0,0,0,1,62,1,0,1,1,0,0,0,0,0,56.15,3487.95,1,0,0,0,1,0,1,0,0,0
399,1,0,1,0,47,1,1,0,0,1,0,1,1,1,100.5,4707.1,0,1,0,1,0,0,0,0,1,0
400,0,0,0,1,15,1,1,0,1,0,0,1,0,1,91.0,1430.05,0,1,0,1,0,0,0,0,1,0
401,0,0,1,1,34,1,0,0,1,1,0,1,0,1,89.85,3091.75,0,1,0,1,0,0,0,0,1,0
402,1,0,1,0,70,1,0,0,0,0,0,0,0,0,19.8,1397.65,0,0,1,0,0,1,1,0,0,0
403,0,0,1,1,28,0,0,0,1,1,1,1,1,1,60.0,1682.05,1,0,0,0,1,0,0,1,0,0
404,0,0,1,0,61,1,1,1,0,1,1,1,0,0,99.4,5943.65,0,1,0,1,0,0,1,0,0,0
405,0,0,1,0,3,0,0,1,0,0,1,0,0,0,35.1,101.1,1,0,0,1,0,0,0,0,0,1
406,1,0,1,1,72,1,0,1,1,1,0,0,1,0,68.75,4888.2,1,0,0,0,0,1,0,1,0,0
407,1,0,1,0,71,0,0,1,1,1,1,0,0,1,47.6,3377.8,1,0,0,0,0,1,1,0,0,0
408,1,1,1,1,24,1,0,0,0,1,0,1,1,1,96.55,2263.45,0,1,0,0,0,1,0,0,1,0
409,1,0,1,0,71,1,1,0,1,1,1,1,1,1,83.3,5894.5,1,0,0,0,0,1,0,1,0,0
410,0,0,1,1,59,0,0,1,0,1,0,0,0,0,34.8,1980.3,1,0,0,0,1,0,0,0,0,1
411,1,0,0,0,17,1,0,1,1,0,1,1,1,0,79.85,1387.35,1,0,0,0,1,0,0,1,0,0
412,1,0,1,0,64,1,0,0,0,0,0,0,0,0,19.45,1225.65,0,0,1,0,0,1,0,1,0,0
413,1,0,1,1,32,1,1,1,0,0,0,1,0,0,89.6,2901.8,0,1,0,1,0,0,0,0,1,0
414,1,0,0,0,6,0,0,1,1,0,1,0,1,0,50.95,307.6,1,0,0,1,0,0,0,1,0,0
415,0,0,1,0,54,0,0,0,1,0,0,0,0,0,30.4,1621.35,1,0,0,1,0,0,0,0,1,0
416,0,0,1,0,30,1,1,0,0,0,0,0,0,0,49.9,1441.95,1,0,0,1,0,0,0,0,1,0
417,1,0,0,0,59,1,0,0,0,1,0,1,1,0,95.8,5655.45,0,1,0,0,0,1,0,0,1,0
418,0,0,0,0,62,0,0,1,1,1,1,0,0,1,43.7,2618.3,1,0,0,0,0,1,1,0,0,0
419,1,0,0,1,8,0,0,1,0,0,0,0,1,1,38.5,330.8,1,0,0,1,0,0,0,0,1,0
420,0,1,1,0,54,1,1,0,0,0,0,0,0,0,74.0,3919.15,0,1,0,1,0,0,1,0,0,0
421,1,1,1,0,3,1,0,0,1,0,0,0,0,1,74.6,239.05,0,1,0,1,0,0,1,0,0,0
422,1,0,1,1,48,1,0,0,0,0,0,0,0,0,20.65,1057.0,0,0,1,0,0,1,1,0,0,0
423,0,0,0,0,29,1,0,0,0,0,0,0,0,0,19.1,529.5,0,0,1,0,1,0,0,0,0,1
424,0,0,1,1,46,1,0,1,0,1,1,0,0,0,56.9,2560.1,1,0,0,0,1,0,0,0,0,1
425,0,0,0,0,31,1,0,0,0,1,1,1,1,0,99.45,3109.9,0,1,0,0,0,1,1,0,0,0
426,0,0,0,0,5,0,0,0,0,0,0,0,0,0,24.3,100.2,1,0,0,1,0,0,0,0,0,1
427,0,0,1,1,72,1,1,1,1,1,1,0,1,1,104.9,7537.5,0,1,0,0,1,0,0,1,0,0
428,1,1,1,0,54,1,0,0,0,0,0,0,0,1,18.95,1031.1,0,0,1,0,0,1,0,0,0,1
429,0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.6,45.6,1,0,0,1,0,0,0,0,0,1
430,0,0,0,0,3,1,0,0,1,1,0,0,1,0,90.4,268.45,0,1,0,1,0,0,0,0,1,0
431,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.95,20.95,0,0,1,1,0,0,1,0,0,0
432,0,0,1,0,72,1,1,1,1,1,0,1,0,1,97.95,7114.25,0,1,0,0,0,1,0,1,0,0
433,0,1,0,0,8,1,0,0,0,0,0,0,0,1,69.7,572.85,0,1,0,1,0,0,0,0,1,0
434,1,0,1,0,2,1,0,0,0,1,0,1,1,0,69.0,147.8,1,0,0,1,0,0,0,1,0,0
435,1,1,1,0,47,1,1,0,0,1,0,1,1,0,99.7,4747.2,0,1,0,1,0,0,0,0,1,0
436,0,0,0,0,53,1,0,0,0,1,0,0,1,1,61.1,3357.9,1,0,0,0,1,0,0,0,1,0
437,1,0,1,1,28,1,0,0,0,0,0,0,0,1,70.4,1992.2,0,1,0,0,1,0,1,0,0,0
438,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0,0,1,1,0,0,0,0,0,1
439,0,0,0,0,46,1,0,0,0,0,0,0,0,1,45.2,2065.15,1,0,0,1,0,0,0,1,0,0
440,0,0,0,0,57,0,0,1,0,1,0,1,1,1,53.75,3196.0,1,0,0,1,0,0,0,0,1,0
441,1,0,0,0,27,1,0,0,1,0,1,0,0,1,56.15,1439.35,1,0,0,1,0,0,0,0,0,1
442,1,0,1,0,58,1,1,0,1,0,1,0,0,1,59.9,3505.1,1,0,0,0,0,1,0,1,0,0
443,1,0,1,0,70,1,1,0,0,0,0,0,0,1,26.0,2006.95,0,0,1,0,0,1,1,0,0,0
444,0,0,0,0,58,1,0,0,0,0,0,0,0,0,20.8,1212.25,0,0,1,0,0,1,0,0,0,1
445,0,0,0,0,15,1,0,0,0,0,0,0,0,0,19.75,311.6,0,0,1,1,0,0,0,0,0,1
446,0,1,1,0,16,1,1,0,0,0,0,1,0,1,85.05,1391.15,0,1,0,1,0,0,0,1,0,0
447,1,1,1,0,25,1,0,0,1,1,0,0,1,0,88.4,2191.15,0,1,0,1,0,0,1,0,0,0
448,1,0,1,1,12,0,0,1,0,0,1,0,0,0,33.15,444.75,1,0,0,0,1,0,0,1,0,0
449,1,0,1,1,47,1,1,1,1,0,1,1,1,1,85.3,4107.25,1,0,0,0,0,1,0,1,0,0
450,1,0,1,1,31,1,1,0,1,0,1,1,1,0,80.55,2471.6,1,0,0,0,0,1,1,0,0,0
451,1,0,0,0,58,1,1,1,1,1,0,1,1,1,107.75,6332.75,0,1,0,0,1,0,0,0,1,0
452,0,0,1,1,70,1,1,1,1,1,1,1,1,0,114.75,7842.3,0,1,0,0,0,1,0,1,0,0
453,0,0,0,1,39,1,1,0,0,0,0,0,0,0,25.0,1004.35,0,0,1,0,0,1,0,0,0,1
454,1,1,1,1,32,1,1,0,1,0,0,1,1,1,100.4,3217.65,0,1,0,1,0,0,0,0,1,0
455,1,0,1,0,64,1,0,0,0,0,0,0,0,0,19.45,1225.65,0,0,1,0,0,1,0,1,0,0
456,0,0,0,0,35,1,0,0,0,0,0,0,0,1,19.15,638.0,0,0,1,0,1,0,0,0,0,1
457,0,0,1,0,67,1,1,0,1,1,0,0,1,1,93.15,6368.2,0,1,0,0,0,1,0,0,1,0
458,0,1,0,0,32,1,1,0,0,1,0,0,0,1,81.1,2619.25,0,1,0,1,0,0,0,1,0,0
459,1,0,1,0,52,0,0,1,1,1,1,1,1,0,66.25,3330.1,1,0,0,0,0,1,0,1,0,0
460,0,0,0,0,38,1,0,0,0,0,0,0,0,1,69.5,2625.25,0,1,0,1,0,0,0,1,0,0
461,0,1,1,0,45,1,1,0,0,0,0,0,0,0,24.7,1174.35,0,0,1,0,1,0,0,1,0,0
462,1,0,0,0,2,1,0,0,0,0,0,0,0,0,20.3,41.2,0,0,1,1,0,0,0,0,0,1
463,1,0,0,0,20,1,1,0,1,0,1,0,1,1,68.9,1370.35,1,0,0,1,0,0,0,1,0,0
